attack_arm_id,cost_bps,common_start,mean_daily_target_weight,dynamic_cagr,dynamic_sharpe,dynamic_mdd,dynamic_ann_vol,dynamic_beta,dynamic_turnover,dynamic_cost,static_cagr,static_mdd,active_terminal_wealth
A4__SMA_GAP_D4,0,2009-01-05,0.6308068459657702,0.09066281757875805,0.7900506395875869,-0.2323544359387949,0.11883703251186696,0.6283972947835744,20.393492184408117,0.0,0.10163152811608667,-0.22450485737935155,-0.12184143126138858
A4__SMA_GAP_D4,5,2009-01-05,0.6308068459657702,0.08980653302379982,0.783460697029424,-0.23257155278188457,0.11883330138957357,0.6284014545686489,20.393492184408117,0.018207130298065474,0.10149576594573007,-0.22453998712576595,-0.12935918949157343
A4__SMA_GAP_D4,10,2009-01-05,0.6308068459657702,0.08895072654537906,0.7768606428690148,-0.23278865650946456,0.11883105364991375,0.6284054505013926,20.393492184408117,0.036202138580163926,0.1013600116314115,-0.2245751156559227,-0.13681449793996903
A4__SMA_GAP_D4,20,2009-01-05,0.6308068459657702,0.0872405471494293,0.7636311850686817,-0.23322282461964217,0.11883100859964908,0.6284129507482271,20.393492184408114,0.07156458037610666,0.10108852655441858,-0.2246453690675837,-0.1515397730481972
A4__RV_RATIO_D4,0,2009-01-05,0.6505195599022005,0.09969474836137726,0.8930807008568596,-0.20042793634798095,0.11368768419574087,0.602667994380747,62.26835671035268,0.0,0.10461417709337728,-0.2308687505512278,-0.056306929353989954
A4__RV_RATIO_D4,5,2009-01-05,0.6505195599022005,0.09706066384383849,0.8717778957069497,-0.200658858018539,0.11371789585798833,0.6028006982359163,62.26835671035267,0.056880969111784085,0.10447981288817121,-0.23090282397311668,-0.08379289937543277
A4__RV_RATIO_D4,10,2009-01-05,0.6505195599022005,0.0944322412857368,0.8504491575823767,-0.20088976323315,0.11375308960889115,0.6029338621582632,62.26835671035268,0.11171495308442633,0.10434545561056696,-0.23093689624150637,-0.11048504791545011
A4__RV_RATIO_D4,20,2009-01-05,0.6505195599022005,0.08919233889569766,0.8077253225249935,-0.20135152429742453,0.11383840423967562,0.6032015682754477,62.26835671035267,0.21550812272156267,0.10407676182049141,-0.23100503731790323,-0.16157816225395516
A4__RSP_SPY63_D4,0,2009-01-05,0.624541564792176,0.10654346834917039,0.9031336660485274,-0.27217290818240025,0.12013706936470023,0.6342146848763123,61.18215401726593,0.0,0.10068265403739729,-0.22247351047720387,0.0713861486221885
A4__RSP_SPY63_D4,5,2009-01-05,0.624541564792176,0.10393915937294773,0.8836305442314158,-0.2723548649553541,0.12011858790889282,0.6341636104491241,61.18215401726593,0.05313334998630637,0.10054652571323275,-0.22250895383207991,0.04077367210317129
A4__RSP_SPY63_D4,10,2009-01-05,0.624541564792176,0.1013403392006409,0.864087820587671,-0.27253682172830884,0.12010477645459458,0.6341129572865014,61.18215401726593,0.10432890970000669,0.10041040551851799,-0.22254439595205877,0.011028347574433495
A4__RSP_SPY63_D4,20,2009-01-05,0.624541564792176,0.0961591243578066,0.8248926014046518,-0.2729007352742173,0.12009116945077107,0.6340129155014008,61.18215401726593,0.20115971780277123,0.10013818950133313,-0.22261527648744817,-0.04595756836341902
