arm_id,execution_year,active_log_return,positive
R4B__VOLUME_SHOCK,2010,0.008507223188341146,True
R4B__VOLUME_SHOCK,2011,0.01967062170775947,True
R4B__VOLUME_SHOCK,2012,0.007252352461776598,True
R4B__VOLUME_SHOCK,2013,0.014030145525819765,True
R4B__VOLUME_SHOCK,2014,-0.034634704899815405,False
R4B__VOLUME_SHOCK,2015,-0.01272030981907424,False
R4B__VOLUME_SHOCK,2016,-0.003504219772243529,False
R4B__VOLUME_SHOCK,2017,0.009949069780866293,True
R4B__VOLUME_SHOCK,2018,0.014120122313844602,True
R4B__VOLUME_SHOCK,2019,-0.013483381739595453,False
R4B__VOLUME_SHOCK,2020,-0.008504335137122631,False
R4B__VOLUME_SHOCK,2021,-0.061563596854824695,False
R4B__YC_10Y3M,2005,-0.025428705583207784,False
R4B__YC_10Y3M,2006,-0.035827881664987085,False
R4B__YC_10Y3M,2007,0.003124241591399235,True
R4B__YC_10Y3M,2008,-0.0657847521307378,False
R4B__YC_10Y3M,2009,0.025420750404362494,True
R4B__YC_10Y3M,2010,0.0162311362577348,True
R4B__YC_10Y3M,2011,2.7561733408398847e-05,True
R4B__YC_10Y3M,2012,0.017801696206028644,True
R4B__YC_10Y3M,2013,0.034370370239659886,True
R4B__YC_10Y3M,2014,0.015181388807433104,True
R4B__YC_10Y3M,2015,0.00015731960026440714,True
R4B__YC_10Y3M,2016,0.013440905475700952,True
R4B__YC_10Y3M,2017,0.024352246462890772,True
R4B__YC_10Y3M,2018,0.0023266007631562897,True
R4B__YC_10Y3M,2019,-0.09153778011133526,False
R4B__YC_10Y3M,2020,0.011347121002959218,True
R4B__YC_10Y3M,2021,0.030803275784736045,True
R4B__YC_10Y2Y,2005,-0.003409413173240985,False
R4B__YC_10Y2Y,2006,-0.03751971968247299,False
R4B__YC_10Y2Y,2007,-0.012888905290352956,False
R4B__YC_10Y2Y,2008,-0.05641826484665089,False
R4B__YC_10Y2Y,2009,0.021692552950898947,True
R4B__YC_10Y2Y,2010,0.013870167302010641,True
R4B__YC_10Y2Y,2011,-1.768108201719021e-05,False
R4B__YC_10Y2Y,2012,0.015224498452059365,True
R4B__YC_10Y2Y,2013,0.029408653236165316,True
R4B__YC_10Y2Y,2014,0.012983975165175424,True
R4B__YC_10Y2Y,2015,0.00010943627171132453,True
R4B__YC_10Y2Y,2016,0.0114920540605978,True
R4B__YC_10Y2Y,2017,0.02084102106065369,True
R4B__YC_10Y2Y,2018,0.043056668168252835,True
R4B__YC_10Y2Y,2019,-0.09588110614417006,False
R4B__YC_10Y2Y,2020,0.10298299927126492,True
R4B__YC_10Y2Y,2021,0.02635265493032339,True
R4B__RSP_SPY63,2009,0.07955022059974813,True
R4B__RSP_SPY63,2010,-0.006529576189803862,False
R4B__RSP_SPY63,2011,-0.016850241970690905,False
R4B__RSP_SPY63,2012,0.006888265728985016,True
R4B__RSP_SPY63,2013,0.042873967587460926,True
R4B__RSP_SPY63,2014,0.02768519878233297,True
R4B__RSP_SPY63,2015,0.03407888649685961,True
R4B__RSP_SPY63,2016,0.03381525157750534,True
R4B__RSP_SPY63,2017,-0.012093474996536152,False
R4B__RSP_SPY63,2018,0.03363177859434999,True
R4B__RSP_SPY63,2019,0.020634485419554566,True
R4B__RSP_SPY63,2020,0.05031475840162972,True
R4B__RSP_SPY63,2021,0.009244535420142974,True
