observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,factor_id,frequency,top_k,cost_bps,path_type
2134.0,1.4770196590500606,0.11305949737462795,0.19761619307387812,0.6413507102617607,0.5002597821619564,0.7000745511913582,-0.3965741370636833,488.0,0.28509044541266304,0.07131412824975432,0.8589776722266566,0.0,50.0,76.0,31.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9995339337597932,0.9995339337597932,0.0,0.9995339337597932,0.9995339337597932,0.0,XS013_LOW_BETA_FP,monthly,0,0,eligible_ew
2134.0,1.4680266129247248,0.1125815300834585,0.1976173865550352,0.6391738354300085,0.4980840743435986,0.6969747570978293,-0.3965893003135912,488.0,0.28387435060511723,0.07131412824975432,0.8589776722266566,0.005381758876600664,50.0,76.0,31.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9995339337597932,0.9995339337597932,0.0,0.9995339337597932,0.9995339337597932,0.0,XS013_LOW_BETA_FP,monthly,0,5,eligible_ew
2134.0,1.4590653440130161,0.11210372142472202,0.19761878862882543,0.636996314522262,0.4959078692528858,0.6938752957245512,-0.39660446356349965,488.0,0.28265874876310687,0.07131412824975432,0.8589776722266566,0.01074112693752149,50.0,76.0,31.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9995339337597932,0.9995339337597932,0.0,0.9995339337597932,0.9995339337597932,0.0,XS013_LOW_BETA_FP,monthly,0,10,eligible_ew
2134.0,1.4412376995444411,0.11114857975657677,0.19762221853588616,0.6326393621776472,0.4915539949018743,0.6876773374654588,-0.3966347900633155,491.0,0.2802290231243556,0.07131412824975432,0.8589776722266566,0.021393025913500816,50.0,76.0,31.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9995339337597932,0.9995339337597932,0.0,0.9995339337597932,0.9995339337597932,0.0,XS013_LOW_BETA_FP,monthly,0,20,eligible_ew
2134.0,1.5625241517182302,0.11752905356173904,0.19925935151676552,0.6578035559290081,0.5178723467168391,0.7264511411615653,-0.3999368973429812,488.0,0.2938689936901408,0.03024111990373483,1.5855756437624566,0.0,50.0,76.0,31.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998905322899039,0.9998905322899039,0.0,0.9998905322899039,0.9998905322899039,0.0,XS013_LOW_BETA_FP,weekly,0,0,eligible_ew
2134.0,1.545377740518742,0.11664341785491761,0.19926130153820035,0.6538194808381855,0.5138902219379358,0.7207406926643857,-0.40003616820439136,488.0,0.2915821796276199,0.03024111990373483,1.5855756437624566,0.010375669858058639,50.0,76.0,31.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998905322899039,0.9998905322899039,0.0,0.9998905322899039,0.9998905322899039,0.0,XS013_LOW_BETA_FP,weekly,0,5,eligible_ew
2134.0,1.528345162695289,0.11575843726372192,0.19926344957746928,0.6498348379516313,0.5099076677587939,0.7150321458469684,-0.40013542613496844,488.0,0.2892981468346065,0.03024111990373483,1.5855756437624566,0.020670478965267546,50.0,76.0,31.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998905322899039,0.9998905322899039,0.0,0.9998905322899039,0.9998905322899039,0.0,XS013_LOW_BETA_FP,weekly,0,10,eligible_ew
2134.0,1.494618510812964,0.11399043951395771,0.19926833968330457,0.6418638964682223,0.5019413188009852,0.7036207263257235,-0.4003339032086636,488.0,0.284738411112144,0.03024111990373483,1.5855756437624566,0.041019819883434984,50.0,76.0,31.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998905322899039,0.9998905322899039,0.0,0.9998905322899039,0.9998905322899039,0.0,XS013_LOW_BETA_FP,weekly,0,20,eligible_ew
2134.0,1.4725399845711742,0.11282160084935056,0.19772506007278903,0.6400277656294732,0.49901553209000954,0.698124706593758,-0.39674455477955006,488.0,0.2843683662200217,0.07085281347307432,0.8534211422267582,0.0,58.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994532356914644,0.9994532356914644,0.0,0.9994532356914644,0.9994532356914644,0.0,XS015_MAX_21,monthly,0,0,eligible_ew
2134.0,1.463621167091683,0.11234682630306314,0.19772575854699803,0.6378672599450351,0.4968558309519732,0.6950482690702583,-0.39676036059369413,488.0,0.2831604098124935,0.07085281347307432,0.8534211422267582,0.005313667248473112,58.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994532356914644,0.9994532356914644,0.0,0.9994532356914644,0.9994532356914644,0.0,XS015_MAX_21,monthly,0,5,eligible_ew
