factor_id,frequency,top_k,signal_date,selected_count,unique_sid_count,score_monotone,nested_passed
XS001_MOM_255_0,weekly,5,2024-06-07,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-06-14,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-06-21,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-06-28,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-07-05,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-07-12,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-07-19,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-07-26,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-08-02,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-08-09,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-08-16,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-08-23,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-08-30,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-09-06,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-09-13,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-09-20,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-09-27,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-10-04,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-10-11,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-10-18,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-10-25,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-11-01,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-11-08,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-11-15,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-11-22,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-11-29,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-12-06,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-12-13,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-12-20,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-12-27,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-01-03,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-01-10,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-01-17,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-01-24,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-01-31,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-02-07,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-02-14,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-02-21,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-02-28,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-03-07,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-03-14,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-03-21,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-03-28,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-04-04,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-04-11,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-04-17,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-04-25,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-05-02,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-05-09,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-05-16,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-05-23,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-05-30,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-06-06,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-06-13,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-06-20,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-06-27,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-07-03,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-07-11,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-07-18,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-07-25,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-08-01,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-08-08,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-08-15,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-08-22,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-08-29,5,5,True,True
