factor_id,frequency,pair_id,left_state,right_state,left_bin,right_bin,observations,calendar_years,mean_active_return,active_ir,mean_rank_ic,relative_log_contribution
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,low,mid,79,8,-0.001944529886350333,-0.4769050401650187,-0.026435437389541173,-0.20465080667462948
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,low,high,72,9,-0.001102412458463437,-0.22631527468495385,-0.011603144238370918,-0.10602523878687263
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,mid,low,10,7,0.004179980450171916,1.6782528566964425,0.02379899271926466,0.03930670350420666
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,mid,mid,26,7,0.002636604839447648,0.9126364046848301,0.004306237684866581,0.06313345235767186
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,mid,high,40,8,0.0025599219157162014,0.656268997145684,0.02242584714855122,0.08198816813017154
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,high,low,10,5,0.0038902533111790814,2.108681447490502,0.026418074395245413,0.037339178040592835
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,high,mid,39,6,0.008360173535941703,2.182066664837319,0.049320057433340475,0.30825309592647526
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,high,high,96,9,0.0028959373587787974,0.6673473310739849,0.018775949585942198,0.22700409958015869
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,low,low,26,7,0.0006917243041069879,0.23170312045139935,-0.007900563003475533,0.007501794405334045
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,low,mid,4,2,0.02650828572316663,9.423220297705539,0.22797173703058102,0.10380639335711403
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,low,high,6,4,-0.004495126066637045,-2.930580118190965,-0.22610582969949733,-0.027232665382494935
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,low,75,9,0.0007122300312730667,0.21295512674249212,0.010515829948050321,0.026339104496614245
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,mid,20,7,-0.00034492440241357667,-0.1507643687341698,-0.0006940353645027431,-0.011103243520728744
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,high,31,6,-0.0035383175295628814,-0.7451867108053277,-0.053496222166041774,-0.12317328352724306
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,low,124,8,0.0019354791578940632,0.41421439527964077,0.032276495073635475,0.15047546504779558
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,mid,78,7,0.0035121781772288296,1.1536160470600203,0.026437358180895185,0.23896901052934116
XS002_MOM_12_1,weekly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,high,79,6,0.0010225440817182088,0.22128976328773547,0.004582480144686942,0.06649585359872952
