process_id,frequency,top_k,expected_periods,engine_periods,maximum_abs_label_proxy_difference,mean_abs_label_proxy_difference,identity_passed
UNI_LGBM__XS003_MOM_12_7,monthly,10,101,101,0.00020019011404830145,1.9820803372360657e-06,True
UNI_LGBM__XS003_MOM_12_7,monthly,20,101,101,0.0003186086195993282,4.145580956806157e-06,True
UNI_LGBM__XS003_MOM_12_7,monthly,50,101,101,0.004035820788786601,4.963497854864736e-05,True
UNI_LGBM__XS003_MOM_12_7,weekly,5,443,443,3.885780586188048e-16,9.651461277175886e-17,True
UNI_LGBM__XS003_MOM_12_7,weekly,10,443,443,4.85722573273506e-16,1.3857254046579349e-16,True
UNI_LGBM__XS003_MOM_12_7,weekly,20,443,443,6.800116025829084e-16,1.5726952127099216e-16,True
UNI_LGBM__XS003_MOM_12_7,weekly,50,443,443,5.412337245047638e-16,1.4468965562372708e-16,True
UNI_LGBM__XS004_HIGH_52W,monthly,5,101,101,3.3306690738754696e-16,1.0090809170097266e-16,True
UNI_LGBM__XS004_HIGH_52W,monthly,10,101,101,3.7816971776294395e-16,1.041279574597551e-16,True
UNI_LGBM__XS004_HIGH_52W,monthly,20,101,101,4.2327252813834093e-16,1.4311039289809654e-16,True
UNI_LGBM__XS004_HIGH_52W,monthly,50,101,101,0.0014847921461605034,2.6002313710920447e-05,True
UNI_LGBM__XS004_HIGH_52W,weekly,5,443,443,0.00035247683784160903,7.956587762565094e-07,True
UNI_LGBM__XS004_HIGH_52W,weekly,10,443,443,0.00017623841892079346,3.978293882087314e-07,True
UNI_LGBM__XS004_HIGH_52W,weekly,20,443,443,0.002050975858809388,1.0864683464503398e-05,True
UNI_LGBM__XS004_HIGH_52W,weekly,50,443,443,0.0009674398942188661,6.853572198242209e-06,True
UNI_LGBM__XS007_ST_REV_21,monthly,5,101,101,0.014847921461606916,0.00014700912338234923,True
UNI_LGBM__XS007_ST_REV_21,monthly,10,101,101,0.007423960730803237,7.350456169122732e-05,True
UNI_LGBM__XS007_ST_REV_21,monthly,20,101,101,0.003711980365401513,3.6752280845734116e-05,True
UNI_LGBM__XS007_ST_REV_21,monthly,50,101,101,0.0020492249189192,4.200141433501743e-05,True
UNI_LGBM__XS007_ST_REV_21,weekly,5,443,443,0.00587848726317468,1.326972294179734e-05,True
UNI_LGBM__XS007_ST_REV_21,weekly,10,443,443,0.0029392436315872957,6.747750863757747e-06,True
UNI_LGBM__XS007_ST_REV_21,weekly,20,443,443,0.0014696218157936702,3.373875431969666e-06,True
UNI_LGBM__XS007_ST_REV_21,weekly,50,443,443,0.025734566712087004,0.0001366573992973301,True
UNI_LGBM__XS015_MAX_21,monthly,5,101,101,0.0014901832816665503,1.475428991758353e-05,True
UNI_LGBM__XS015_MAX_21,monthly,10,101,101,0.0007450916408331433,7.377144958843065e-06,True
UNI_LGBM__XS015_MAX_21,monthly,20,101,101,0.0003725458204166983,3.68857247953644e-06,True
UNI_LGBM__XS015_MAX_21,monthly,50,101,101,0.0013884354084546663,1.5757684293624997e-05,True
UNI_LGBM__XS015_MAX_21,weekly,5,443,443,3.5561831257524545e-16,9.232544402776534e-17,True
UNI_LGBM__XS015_MAX_21,weekly,10,443,443,4.666406150377611e-16,1.1787933053646883e-16,True
UNI_LGBM__XS015_MAX_21,weekly,20,443,443,5.342948306008566e-16,1.5735574654816907e-16,True
UNI_LGBM__XS015_MAX_21,weekly,50,443,443,0.003982072888342121,9.09054842060534e-06,True
UNI_LGBM__XS018_AMIHUD_252,monthly,5,101,101,4.371503159461554e-16,9.86876241823724e-17,True
UNI_LGBM__XS018_AMIHUD_252,monthly,10,101,101,4.996003610813204e-16,1.4250925109949072e-16,True
UNI_LGBM__XS018_AMIHUD_252,monthly,20,101,101,0.0013925129133606426,1.4390025729998862e-05,True
UNI_LGBM__XS018_AMIHUD_252,monthly,50,101,101,0.0014087386870143964,5.2305191304738816e-05,True
UNI_LGBM__XS018_AMIHUD_252,weekly,5,443,443,3.5388358909926865e-16,8.649840801767338e-17,True
UNI_LGBM__XS018_AMIHUD_252,weekly,10,443,443,5.108760636751697e-16,1.152560331700954e-16,True
UNI_LGBM__XS018_AMIHUD_252,weekly,20,443,443,0.0037234737018264075,9.922191482525983e-06,True
UNI_LGBM__XS018_AMIHUD_252,weekly,50,443,443,0.012554155110066037,6.443360120061772e-05,True
UNI_LGBM__XS019_PRICE_DELAY_52W,monthly,5,101,101,3.5410042953376575e-16,9.905313986527469e-17,True
UNI_LGBM__XS019_PRICE_DELAY_52W,monthly,10,101,101,3.3306690738754696e-16,1.0954413771844384e-16,True
UNI_LGBM__XS019_PRICE_DELAY_52W,monthly,20,101,101,0.002024576434908448,2.004531123685023e-05,True
UNI_LGBM__XS019_PRICE_DELAY_52W,monthly,50,101,101,0.001408738687013987,2.520364036989836e-05,True
UNI_LGBM__XS019_PRICE_DELAY_52W,weekly,5,443,443,5.9999336568437867e-05,1.354386830972913e-07,True
UNI_LGBM__XS019_PRICE_DELAY_52W,weekly,10,443,443,0.00278207404328078,6.460685581552586e-06,True
UNI_LGBM__XS019_PRICE_DELAY_52W,weekly,20,443,443,0.0052994023902723465,2.5822889674876895e-05,True
UNI_LGBM__XS019_PRICE_DELAY_52W,weekly,50,443,443,0.0037101157347366677,1.9729292757986046e-05,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,monthly,5,101,101,4.163336342344337e-16,9.992908934324318e-17,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,monthly,10,101,101,3.0531133177191805e-16,1.0288971270137686e-16,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,monthly,20,101,101,0.0002726964769647344,2.699965118602182e-06,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,monthly,50,101,101,0.004464692482916005,7.767307414476165e-05,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,weekly,5,443,443,0.0008519061920054145,2.1488175937866703e-06,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,weekly,10,443,443,0.0015265872579699954,4.615515472186107e-06,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,weekly,20,443,443,0.0035677002235207415,1.4408993010969617e-05,True
UNI_LGBM__XS020_VOLUME_SHOCK_50D,weekly,50,443,443,0.00986485057023876,3.227468199862329e-05,True
UNI_LGBM__XS032_GROSS_PROFIT_AT,monthly,5,101,101,0.0014625416790093812,1.4480610683349562e-05,True
UNI_LGBM__XS032_GROSS_PROFIT_AT,monthly,10,101,101,0.0007312708395048537,1.0612033503946228e-05,True
UNI_LGBM__XS032_GROSS_PROFIT_AT,monthly,20,101,101,0.00036563541975233316,5.891874154390238e-06,True
UNI_LGBM__XS032_GROSS_PROFIT_AT,monthly,50,101,101,0.00020126330383271607,6.61411609394514e-06,True
