process_id,frequency,window_type,window_id,periods,relative_log_sum,active_mean
RAW__XS015_MAX_21,monthly,calendar_year,2021,12,-0.04533104777715502,-0.0036945335495485085
RAW__XS015_MAX_21,monthly,calendar_year,2022,12,0.03714473648711591,0.002196989438202235
RAW__XS015_MAX_21,monthly,calendar_year,2023,12,-0.08958642811796155,-0.008291951478482523
RAW__XS015_MAX_21,monthly,calendar_year,2024,12,-0.02613467603281986,-0.0023857401693508085
RAW__XS015_MAX_21,monthly,calendar_year,2025,12,-0.08900160476198332,-0.007374180299785048
RAW__XS015_MAX_21,monthly,calendar_year,2026,5,-0.05719381143902091,-0.011569964194300831
RAW__XS015_MAX_21,weekly,calendar_year,2018,53,-0.09127636838539203,-0.0018025795220379674
RAW__XS015_MAX_21,weekly,calendar_year,2019,52,-0.044535754168728674,-0.0009145728413380144
RAW__XS015_MAX_21,weekly,calendar_year,2020,52,-0.059039676525256796,-0.0014357480621242924
RAW__XS015_MAX_21,weekly,calendar_year,2021,52,-0.09046678167411917,-0.0018042322180325426
RAW__XS015_MAX_21,weekly,calendar_year,2022,52,0.034064484592188506,0.0004402620314275262
RAW__XS015_MAX_21,weekly,calendar_year,2023,52,-0.12735549503289575,-0.0025369174467942592
RAW__XS015_MAX_21,weekly,calendar_year,2024,53,-0.0523648258931905,-0.0010071347084031753
RAW__XS015_MAX_21,weekly,calendar_year,2025,52,-0.1536643482451816,-0.0031036231652517713
RAW__XS015_MAX_21,weekly,calendar_year,2026,25,-0.0724412471823574,-0.002919159738835626
RAW__XS018_AMIHUD_252,monthly,calendar_year,2018,12,-0.05423102058398922,-0.0036982439229378086
RAW__XS018_AMIHUD_252,monthly,calendar_year,2019,12,-0.06309084961185024,-0.003142698897351026
RAW__XS018_AMIHUD_252,monthly,calendar_year,2020,12,-0.045963995522746576,0.0022983343055632266
RAW__XS018_AMIHUD_252,monthly,calendar_year,2021,12,-0.02777733141794772,-0.0016396887877020982
RAW__XS018_AMIHUD_252,monthly,calendar_year,2022,12,-0.09340282963744331,-0.007461294176853252
RAW__XS018_AMIHUD_252,monthly,calendar_year,2023,12,-0.08623540916796817,-0.005765673718183234
RAW__XS018_AMIHUD_252,monthly,calendar_year,2024,12,-0.07597183794472578,-0.0056288783845756625
RAW__XS018_AMIHUD_252,monthly,calendar_year,2025,12,-0.051505700790191164,-0.003977140425697458
RAW__XS018_AMIHUD_252,monthly,calendar_year,2026,5,0.01011447709125363,0.0020670255559429363
RAW__XS018_AMIHUD_252,weekly,calendar_year,2018,53,-0.0005900622864961971,0.00011316034741399484
RAW__XS018_AMIHUD_252,weekly,calendar_year,2019,52,-0.09428224841405365,-0.0015401457766878734
RAW__XS018_AMIHUD_252,weekly,calendar_year,2020,52,-0.05795624717262369,0.000111628289584359
