frequency,factor_left,factor_right,median_date_score_spearman,median_top20_jaccard,active_return_pearson,active_return_spearman,thresholds_exceeded,empirically_redundant
monthly,XS003_MOM_12_7,XS019_PRICE_DELAY_52W,-0.09826332182437161,0.02564102564102564,-0.006966613243483047,-0.09267326732673266,0,False
monthly,XS003_MOM_12_7,XS020_VOLUME_SHOCK_50D,0.016982403988796614,0.02564102564102564,-0.2629551370183732,-0.22048922539312754,0,False
monthly,XS003_MOM_12_7,XS032_GROSS_PROFIT_AT,0.044772995461704976,0.02564102564102564,-0.03297092812530858,-0.14003494467093766,0,False
monthly,XS003_MOM_12_7,XS041_ASSET_GROWTH,-0.09131147598671473,0.02564102564102564,0.04384258754669082,0.061537565521258,0,False
monthly,XS003_MOM_12_7,XS056_CFO_ACCRUALS_PT,0.01935301254516492,0.05263157894736842,0.2633714284035522,0.36112987769365174,0,False
monthly,XS004_HIGH_52W,XS007_ST_REV_21,-0.49745672042735206,0.0,-0.5297095986641858,-0.36783925451368665,0,False
monthly,XS004_HIGH_52W,XS008_SAME_MONTH_5Y,0.0267074742216624,0.02564102564102564,-0.24096783666230231,-0.08101339545719277,0,False
monthly,XS004_HIGH_52W,XS013_LOW_BETA_FP,0.2901370703849391,0.02564102564102564,0.5740178860713562,0.44149097262667436,0,False
monthly,XS004_HIGH_52W,XS015_MAX_21,0.20332992831319657,0.02564102564102564,0.577092223833435,0.438345952242283,0,False
monthly,XS004_HIGH_52W,XS018_AMIHUD_252,-0.13847896268002977,0.0,-0.5153732661359718,-0.3895748398369248,0,False
monthly,XS004_HIGH_52W,XS019_PRICE_DELAY_52W,-0.05661440876584203,0.02564102564102564,0.5089783382526388,0.39091438555620267,0,False
